formal,informal
لطفاً اطلاعات حساب خود را به‌روزرسانی کنید,اطلاعات حسابتو آپدیت کن
آیا می‌خواهید این صفحه را ببندید؟,می‌خوای این صفحه رو ببندی؟
لطفاً شماره ملی خود را وارد کنید,شماره ملی‌تو بده
آیا می‌توانید وضعیت پرواز را بررسی کنید؟,می‌تونی وضعیت پروازو چک کنی؟
لطفاً رمز عبور خود را وارد کنید,پسوردتو بده
آیا می‌خواهید این پیام را بخوانید؟,می‌خوای این پیامو بخونی؟
لطفاً شماره کارت اعتباری خود را وارد کنید,شماره کارت اعتباری‌تو بده
آیا می‌توانید این فایل را باز کنید؟,می‌تونی این فایل رو باز کنی؟
لطفاً پنجره را ببندید,پنجره رو ببند
آیا می‌توانم از سرویس استفاده کنم؟,می‌تونم از سرویس استفاده کنم؟
لطفاً پاسخ دقیق بدهید,جواب درستو بده
آیا می‌توانم الان تماس بگیرم؟,الان می‌تونم زنگ بزنم؟
لطفاً کارت شناسایی خود را ارائه دهید,کارت شناساییتو بده
آیا توانستید فایل را پیدا کنید؟,فایلو پیدا کردی؟
لطفاً محل اقامت خود را مشخص کنید,بگو کجا موندی
آیا هنوز هم مشغول کار هستید؟,هنوز داری کار می‌کنی؟
لطفاً دستگاه را خاموش کنید,دستگارو خاموش کن
آیا امکان دارد یک نسخه برای من بفرستید؟,می‌تونی یه نسخه برام بفرستی؟
لطفاً به سوال پاسخ دهید,جواب سوالو بده
آیا همه چیز را به خاطر دارید؟,همه چی یادت هست؟
لطفاً در جلسه شرکت کنید,بیا تو جلسه
آیا کسی را همراه خود دارید؟,کسی باهاته؟
لطفاً شماره اتاق را بگویید,شماره اتاقتو بگو
آیا این مورد را تایید می‌کنید؟,این‌و تایید می‌کنی؟
لطفاً به موقع حاضر شوید,سر وقت بیا
آیا امروز وقت دارید؟,امروز وقت داری؟
لطفاً به آرامی صحبت کنید,یواش‌تر حرف بزن
آیا شما این کار را انجام داده‌اید؟,تو این کارو کردی؟
لطفاً مدارک لازم را بیاورید,مدارکو بیار
آیا کارت را گم کرده‌اید؟,کارتتو گم کردی؟
لطفاً به آدرس دقت کنید,حواست به آدرس باشه
آیا ماشین آماده است؟,ماشین آمادست؟
لطفاً روی صندلی بنشینید,بشین رو صندلی
آیا می‌توانید کمکم کنید؟,می‌تونی کمکم کنی؟
لطفاً مراقب باشید,مواظب باش
آیا هوا خوب است؟,هوا خوبه؟
لطفاً تا پایان صبر کنید,تا آخرش صبر کن
آیا همه چیز واضح است؟,همه چی واضحه؟
لطفاً این فرم را امضا کنید,این فرم‌و امضا کن
آیا هنوز ادامه دارد؟,هنوز ادامه داره؟
لطفاً در را قفل کنید,در رو قفل کن
آیا او آمد؟,اومد؟
لطفاً پیغام را بخوانید,پیغامو بخون
آیا اینترنت وصله؟,نت وصله؟
لطفاً سریع‌تر عمل کنید,زودتر انجام بده
آیا فردا هم می‌آیید؟,فردا هم میای؟
لطفاً مراقب وسایل خود باشید,حواست به وسایلت باشه
آیا وقت دکتر را گرفتید؟,وقت دکترو گرفتی؟
لطفاً با دقت بخوانید,با دقت بخون
آیا شماره‌اش را دارید؟,شماره‌شو داری؟
لطفاً در موردش توضیح بدهید,یه توضیح بده
آیا برق قطع شده؟,برق رفته؟
لطفاً خونسرد باشید,آروم باش
آیا چیزی فراموش کردید؟,چیزی یادت رفته؟
لطفاً نوبت خود را رعایت کنید,نوبتو رعایت کن
آیا فیلمو دیدی؟,فیلمو دیدی؟
لطفاً با من تماس بگیرید,زنگ بزن بهم
آیا اینجا کسی هست؟,اینجا کسیه؟
لطفاً با کارت پرداخت کنید,با کارت پرداخت کن
آیا اونجا شلوغه؟,شلوغه اونجا؟
لطفاً گزارش را بنویسید,گزارشو بنویس
آیا سوال دیگه‌ای دارید؟,سوال دیگه‌ای هست؟
لطفاً صبر کنید تا نوبتتان شود,منتظر نوبتت بمون
آیا اون حرفو زد؟,اون حرفو زد؟
لطفاً پنجره را باز بگذارید,پنجره رو باز بذار
آیا اونجا زندگی می‌کنی؟,تو اونجا زندگی می‌کنی؟
لطفاً دستگاه را مجدد راه‌اندازی کنید,دستگاهو ریست کن
آیا شب موندی؟,شب موندی؟
لطفاً رمز را وارد کنید,رمزو بزن
آیا جوابو گفتی؟,جواب دادی؟
لطفاً بنشینید و منتظر بمانید,بشین و منتظر باش
آیا چیزی لازم داری؟,چیزی می‌خوای؟
لطفاً آدرس جدید را بدهید,آدرس جدیدتو بده
آیا چیزی آوردی؟,چیزی آوردی؟
لطفاً تلفن را جواب دهید,گوشیو بردار
آیا لباس تمیز داری؟,لباس تمیز داری؟
لطفاً آرام صحبت کنید,آرومتر حرف بزن
آیا درست شنیدی؟,درست شنیدی؟
لطفاً چراغ‌ها را خاموش کنید,چراغارو خاموش کن
آیا سر راهت میای؟,تو راه میای؟
لطفاً کارت بانکی را وارد کنید,کارتتو بزن
آیا الان وقت داری؟,الان وقت داری؟
لطفاً پتو را بدهید,پتو رو بده
آیا ماشین پارک کردی؟,ماشینو پارک کردی؟
لطفاً داخل صف بایستید,تو صف وایسا
آیا ایمیلتو دیدی؟,ایمیلتو چک کردی؟
لطفاً کمربند ایمنی را ببندید,کمربندتو ببند
آیا پاسپورت همراهته؟,پاسپورتتو آوردی؟
لطفاً روی زمین ننشینید,رو زمین نشین
آیا کسی باهات هست؟,کسی باهاته؟
لطفاً به موقع برسید,سر وقت برس
آیا قبض رو پرداخت کردی؟,قبضو دادی؟
لطفاً غذا رو گرم کنید,غذا رو گرم کن
آیا تلویزیون روشنه؟,تلویزیونه روشنه؟
لطفاً زباله‌ها را بیرون ببرید,زباله‌ها رو بنداز
آیا دیشب خوابیدی؟,دیشب خوابیدی؟
لطفاً نرم‌افزار را آپدیت کنید,نرم‌افزارو آپدیت کن
آیا باتری خالی شده؟,باتری تموم شده؟
